 # Step    Magnetization_per_site
    100100    0.01562500
    100200    0.01562500
    100300    0.01562500
    100400    0.01562500
    100500    0.01562500
    100600    0.01562500
    100700    0.01562500
    100800    0.01562500
    100900    0.01562500
    101000    0.01562500
    101100    0.01562500
    101200    0.01562500
    101300    0.01562500
    101400    0.01562500
    101500    0.01562500
    101600    0.01562500
    101700    0.01562500
    101800    0.01562500
    101900    0.01562500
    102000    0.01562500
    102100    0.01562500
    102200    0.01562500
    102300    0.01562500
    102400    0.01562500
    102500    0.01562500
    102600    0.01562500
    102700    0.01562500
    102800    0.01562500
    102900    0.01562500
    103000    0.01562500
    103100    0.01562500
    103200    0.01562500
    103300    0.01562500
    103400    0.01562500
    103500    0.01562500
    103600    0.01562500
    103700    0.01562500
    103800    0.01562500
    103900    0.01562500
    104000    0.01562500
    104100    0.01562500
    104200    0.01562500
    104300    0.01562500
    104400    0.01562500
    104500    0.01562500
    104600    0.01562500
    104700    0.01562500
    104800    0.01562500
    104900    0.01562500
    105000    0.01562500
    105100    0.01562500
    105200    0.01562500
    105300    0.01562500
    105400    0.01562500
    105500    0.01562500
    105600    0.01562500
    105700    0.01562500
    105800    0.01562500
    105900    0.01562500
    106000    0.01562500
    106100    0.01562500
    106200    0.01562500
    106300    0.01562500
    106400    0.01562500
    106500    0.01562500
    106600    0.01562500
    106700    0.01562500
    106800    0.01562500
    106900    0.01562500
    107000    0.01562500
    107100    0.01562500
    107200    0.01562500
    107300    0.01562500
    107400    0.01562500
    107500    0.01562500
    107600    0.01562500
    107700    0.01562500
    107800    0.01562500
    107900    0.01562500
    108000    0.01562500
    108100    0.01562500
    108200    0.01562500
    108300    0.01562500
    108400    0.01562500
    108500    0.01562500
    108600    0.01562500
    108700    0.01562500
    108800    0.01562500
    108900    0.01562500
    109000    0.01562500
    109100    0.01562500
    109200    0.01562500
    109300    0.01562500
    109400    0.01562500
    109500    0.01562500
    109600    0.01562500
    109700    0.01562500
    109800    0.01562500
    109900    0.01562500
    110000    0.01562500
    110100    0.01562500
    110200    0.01562500
    110300    0.01562500
    110400    0.01562500
    110500    0.01562500
    110600    0.01562500
    110700    0.01562500
    110800    0.01562500
    110900    0.01562500
    111000    0.01562500
    111100    0.01562500
    111200    0.01562500
    111300    0.01562500
    111400    0.01562500
    111500    0.01562500
    111600    0.01562500
    111700    0.01562500
    111800    0.01562500
    111900    0.01562500
    112000    0.01562500
    112100    0.01562500
    112200    0.01562500
    112300    0.01562500
    112400    0.01562500
    112500    0.01562500
    112600    0.01562500
    112700    0.01562500
    112800    0.01562500
    112900    0.01562500
    113000    0.01562500
    113100    0.01562500
    113200    0.01562500
    113300    0.01562500
    113400    0.01562500
    113500    0.01562500
    113600    0.01562500
    113700    0.01562500
    113800    0.01562500
    113900    0.01562500
    114000    0.01562500
    114100    0.01562500
    114200    0.01562500
    114300    0.01562500
    114400    0.01562500
    114500    0.01562500
    114600    0.01562500
    114700    0.01562500
    114800    0.01562500
    114900    0.01562500
    115000    0.01562500
    115100    0.01562500
    115200    0.01562500
    115300    0.01562500
    115400    0.01562500
    115500    0.01562500
    115600    0.01562500
    115700    0.01562500
    115800    0.01562500
    115900    0.01562500
    116000    0.01562500
    116100    0.01562500
    116200    0.01562500
    116300    0.01562500
    116400    0.01562500
    116500    0.01562500
    116600    0.01562500
    116700    0.01562500
    116800    0.01562500
    116900    0.01562500
    117000    0.01562500
    117100    0.01562500
    117200    0.01562500
    117300    0.01562500
    117400    0.01562500
    117500    0.01562500
    117600    0.01562500
    117700    0.01562500
    117800    0.01562500
    117900    0.01562500
    118000    0.01562500
    118100    0.01562500
    118200    0.01562500
    118300    0.01562500
    118400    0.01562500
    118500    0.01562500
    118600    0.01562500
    118700    0.01562500
    118800    0.01562500
    118900    0.01562500
    119000    0.01562500
    119100    0.01562500
    119200    0.01562500
    119300    0.01562500
    119400    0.01562500
    119500    0.01562500
    119600    0.01562500
    119700    0.01562500
    119800    0.01562500
    119900    0.01562500
    120000    0.01562500
    120100    0.01562500
    120200    0.01562500
    120300    0.01562500
