 # Step    Magnetization_per_site
    100100    0.02148438
    100200    0.02148438
    100300    0.02148438
    100400    0.02148438
    100500    0.02148438
    100600    0.02148438
    100700    0.02148438
    100800    0.02148438
    100900    0.02148438
    101000    0.02148438
    101100    0.02148438
    101200    0.02148438
    101300    0.02148438
    101400    0.02148438
    101500    0.02148438
    101600    0.02148438
    101700    0.02148438
    101800    0.02148438
    101900    0.02148438
    102000    0.02148438
    102100    0.02148438
    102200    0.02148438
    102300    0.02148438
    102400    0.02148438
    102500    0.02148438
    102600    0.02148438
    102700    0.02148438
    102800    0.02148438
    102900    0.02148438
    103000    0.02148438
    103100    0.02148438
    103200    0.02148438
    103300    0.02148438
    103400    0.02148438
    103500    0.02148438
    103600    0.02148438
    103700    0.02148438
    103800    0.02148438
    103900    0.02148438
    104000    0.02148438
    104100    0.02148438
    104200    0.02148438
    104300    0.02148438
    104400    0.02148438
    104500    0.02148438
    104600    0.02148438
    104700    0.02148438
    104800    0.02148438
    104900    0.02148438
    105000    0.02148438
    105100    0.02148438
    105200    0.02148438
    105300    0.02148438
    105400    0.02148438
    105500    0.02148438
    105600    0.02148438
    105700    0.02148438
    105800    0.02148438
    105900    0.02148438
    106000    0.02148438
    106100    0.02148438
    106200    0.02148438
    106300    0.02148438
    106400    0.02148438
    106500    0.02148438
    106600    0.02148438
    106700    0.02148438
    106800    0.02148438
    106900    0.02148438
    107000    0.02148438
    107100    0.02148438
    107200    0.02148438
    107300    0.02148438
    107400    0.02148438
    107500    0.02148438
    107600    0.02148438
    107700    0.02148438
    107800    0.02148438
    107900    0.02148438
    108000    0.02148438
    108100    0.02148438
    108200    0.02148438
    108300    0.02148438
    108400    0.02148438
    108500    0.02148438
    108600    0.02148438
    108700    0.02148438
    108800    0.02148438
    108900    0.02148438
    109000    0.02148438
    109100    0.02148438
    109200    0.02148438
    109300    0.02148438
    109400    0.02148438
    109500    0.02148438
    109600    0.02148438
    109700    0.02148438
    109800    0.02148438
    109900    0.02148438
    110000    0.02148438
    110100    0.02148438
    110200    0.02148438
    110300    0.02148438
    110400    0.02148438
    110500    0.02148438
    110600    0.02148438
    110700    0.02148438
    110800    0.02148438
    110900    0.02148438
    111000    0.02148438
    111100    0.02148438
    111200    0.02148438
    111300    0.02148438
    111400    0.02148438
    111500    0.02148438
    111600    0.02148438
    111700    0.02148438
    111800    0.02148438
    111900    0.02148438
    112000    0.02148438
    112100    0.02148438
    112200    0.02148438
    112300    0.02148438
    112400    0.02148438
    112500    0.02148438
    112600    0.02148438
    112700    0.02148438
    112800    0.02148438
    112900    0.02148438
    113000    0.02148438
    113100    0.02148438
    113200    0.02148438
    113300    0.02148438
    113400    0.02148438
    113500    0.02148438
    113600    0.02148438
    113700    0.02148438
    113800    0.02148438
    113900    0.02148438
    114000    0.02148438
    114100    0.02148438
    114200    0.02148438
    114300    0.02148438
    114400    0.02148438
    114500    0.02148438
    114600    0.02148438
    114700    0.02148438
    114800    0.02148438
    114900    0.02148438
    115000    0.02148438
    115100    0.02148438
    115200    0.02148438
    115300    0.02148438
    115400    0.02148438
    115500    0.02148438
    115600    0.02148438
    115700    0.02148438
    115800    0.02148438
    115900    0.02148438
    116000    0.02148438
    116100    0.02148438
    116200    0.02148438
    116300    0.02148438
    116400    0.02148438
    116500    0.02148438
    116600    0.02148438
    116700    0.02148438
    116800    0.02148438
    116900    0.02148438
    117000    0.02148438
    117100    0.02148438
    117200    0.02148438
    117300    0.02148438
    117400    0.02148438
    117500    0.02148438
    117600    0.02148438
    117700    0.02148438
    117800    0.02148438
    117900    0.02148438
    118000    0.02148438
    118100    0.02148438
    118200    0.02148438
    118300    0.02148438
    118400    0.02148438
    118500    0.02148438
    118600    0.02148438
    118700    0.02148438
    118800    0.02148438
    118900    0.02148438
    119000    0.02148438
    119100    0.02148438
    119200    0.02148438
    119300    0.02148438
    119400    0.02148438
    119500    0.02148438
    119600    0.02148438
    119700    0.02148438
    119800    0.02148438
    119900    0.02148438
    120000    0.02148438
    120100    0.02148438
    120200    0.02148438
    120300    0.02148438
    120400    0.02148438
    120500    0.02148438
    120600    0.02148438
    120700    0.02148438
    120800    0.02148438
    120900    0.02148438
    121000    0.02148438
    121100    0.02148438
    121200    0.02148438
    121300    0.02148438
    121400    0.02148438
    121500    0.02148438
    121600    0.02148438
    121700    0.02148438
    121800    0.02148438
    121900    0.02148438
    122000    0.02148438
    122100    0.02148438
    122200    0.02148438
    122300    0.02148438
    122400    0.02148438
    122500    0.02148438
    122600    0.02148438
    122700    0.02148438
    122800    0.02148438
    122900    0.02148438
    123000    0.02148438
    123100    0.02148438
    123200    0.02148438
    123300    0.02148438
    123400    0.02148438
    123500    0.02148438
    123600    0.02148438
    123700    0.02148438
    123800    0.02148438
    123900    0.02148438
    124000    0.02148438
    124100    0.02148438
    124200    0.02148438
    124300    0.02148438
    124400    0.02148438
    124500    0.02148438
    124600    0.02148438
    124700    0.02148438
    124800    0.02148438
    124900    0.02148438
    125000    0.02148438
    125100    0.02148438
    125200    0.02148438
    125300    0.02148438
    125400    0.02148438
    125500    0.02148438
    125600    0.02148438
    125700    0.02148438
    125800    0.02148438
    125900    0.02148438
    126000    0.02148438
    126100    0.02148438
    126200    0.02148438
    126300    0.02148438
    126400    0.02148438
    126500    0.02148438
    126600    0.02148438
    126700    0.02148438
    126800    0.02148438
    126900    0.02148438
    127000    0.02148438
    127100    0.02148438
    127200    0.02148438
    127300    0.02148438
    127400    0.02148438
    127500    0.02148438
    127600    0.02148438
    127700    0.02148438
    127800    0.02148438
    127900    0.02148438
    128000    0.02148438
    128100    0.02148438
    128200    0.02148438
    128300    0.02148438
    128400    0.02148438
    128500    0.02148438
    128600    0.02148438
    128700    0.02148438
    128800    0.02148438
    128900    0.02148438
    129000    0.02148438
    129100    0.02148438
    129200    0.02148438
    129300    0.02148438
    129400    0.02148438
    129500    0.02148438
    129600    0.02148438
    129700    0.02148438
    129800    0.02148438
    129900    0.02148438
    130000    0.02148438
    130100    0.02148438
    130200    0.02148438
    130300    0.02148438
    130400    0.02148438
    130500    0.02148438
    130600    0.02148438
    130700    0.02148438
    130800    0.02148438
    130900    0.02148438
    131000    0.02148438
    131100    0.02148438
    131200    0.02148438
    131300    0.02148438
    131400    0.02148438
    131500    0.02148438
    131600    0.02148438
    131700    0.02148438
    131800    0.02148438
    131900    0.02148438
    132000    0.02148438
    132100    0.02148438
    132200    0.02148438
    132300    0.02148438
    132400    0.02148438
    132500    0.02148438
    132600    0.02148438
    132700    0.02148438
    132800    0.02148438
    132900    0.02148438
    133000    0.02148438
    133100    0.02148438
    133200    0.02148438
    133300    0.02148438
    133400    0.02148438
    133500    0.02148438
    133600    0.02148438
    133700    0.02148438
    133800    0.02148438
    133900    0.02148438
    134000    0.02148438
    134100    0.02148438
    134200    0.02148438
    134300    0.02148438
    134400    0.02148438
    134500    0.02148438
    134600    0.02148438
    134700    0.02148438
    134800    0.02148438
    134900    0.02148438
    135000    0.02148438
    135100    0.02148438
    135200    0.02148438
    135300    0.02148438
    135400    0.02148438
    135500    0.02148438
    135600    0.02148438
    135700    0.02148438
    135800    0.02148438
    135900    0.02148438
    136000    0.02148438
    136100    0.02148438
    136200    0.02148438
    136300    0.02148438
    136400    0.02148438
    136500    0.02148438
    136600    0.02148438
    136700    0.02148438
    136800    0.02148438
    136900    0.02148438
    137000    0.02148438
    137100    0.02148438
    137200    0.02148438
    137300    0.02148438
    137400    0.02148438
    137500    0.02148438
    137600    0.02148438
    137700    0.02148438
    137800    0.02148438
    137900    0.02148438
    138000    0.02148438
    138100    0.02148438
    138200    0.02148438
    138300    0.02148438
    138400    0.02148438
    138500    0.02148438
    138600    0.02148438
    138700    0.02148438
    138800    0.02148438
    138900    0.02148438
    139000    0.02148438
    139100    0.02148438
    139200    0.02148438
    139300    0.02148438
    139400    0.02148438
    139500    0.02148438
    139600    0.02148438
    139700    0.02148438
    139800    0.02148438
    139900    0.02148438
    140000    0.02148438
    140100    0.02148438
    140200    0.02148438
    140300    0.02148438
    140400    0.02148438
    140500    0.02148438
    140600    0.02148438
    140700    0.02148438
    140800    0.02148438
    140900    0.02148438
    141000    0.02148438
    141100    0.02148438
    141200    0.02148438
    141300    0.02148438
    141400    0.02148438
    141500    0.02148438
    141600    0.02148438
    141700    0.02148438
    141800    0.02148438
    141900    0.02148438
    142000    0.02148438
    142100    0.02148438
    142200    0.02148438
    142300    0.02148438
    142400    0.02148438
    142500    0.02148438
    142600    0.02148438
    142700    0.02148438
    142800    0.02148438
    142900    0.02148438
    143000    0.02148438
    143100    0.02148438
    143200    0.02148438
    143300    0.02148438
    143400    0.02148438
    143500    0.02148438
    143600    0.02148438
    143700    0.02148438
    143800    0.02148438
    143900    0.02148438
    144000    0.02148438
    144100    0.02148438
    144200    0.02148438
    144300    0.02148438
    144400    0.02148438
    144500    0.02148438
    144600    0.02148438
    144700    0.02148438
    144800    0.02148438
    144900    0.02148438
    145000    0.02148438
    145100    0.02148438
    145200    0.02148438
    145300    0.02148438
    145400    0.02148438
    145500    0.02148438
    145600    0.02148438
    145700    0.02148438
    145800    0.02148438
    145900    0.02148438
    146000    0.02148438
    146100    0.02148438
    146200    0.02148438
    146300    0.02148438
    146400    0.02148438
    146500    0.02148438
    146600    0.02148438
    146700    0.02148438
    146800    0.02148438
    146900    0.02148438
    147000    0.02148438
    147100    0.02148438
    147200    0.02148438
    147300    0.02148438
    147400    0.02148438
    147500    0.02148438
    147600    0.02148438
    147700    0.02148438
    147800    0.02148438
    147900    0.02148438
    148000    0.02148438
    148100    0.02148438
    148200    0.02148438
    148300    0.02148438
    148400    0.02148438
    148500    0.02148438
    148600    0.02148438
    148700    0.02148438
    148800    0.02148438
    148900    0.02148438
    149000    0.02148438
    149100    0.02148438
    149200    0.02148438
    149300    0.02148438
    149400    0.02148438
    149500    0.02148438
    149600    0.02148438
    149700    0.02148438
    149800    0.02148438
    149900    0.02148438
    150000    0.02148438
    150100    0.02148438
    150200    0.02148438
    150300    0.02148438
    150400    0.02148438
    150500    0.02148438
    150600    0.02148438
    150700    0.02148438
    150800    0.02148438
    150900    0.02148438
    151000    0.02148438
    151100    0.02148438
    151200    0.02148438
    151300    0.02148438
    151400    0.02148438
    151500    0.02148438
    151600    0.02148438
    151700    0.02148438
    151800    0.02148438
    151900    0.02148438
    152000    0.02148438
    152100    0.02148438
    152200    0.02148438
    152300    0.02148438
    152400    0.02148438
    152500    0.02148438
    152600    0.02148438
    152700    0.02148438
    152800    0.02148438
    152900    0.02148438
    153000    0.02148438
    153100    0.02148438
    153200    0.02148438
    153300    0.02148438
    153400    0.02148438
    153500    0.02148438
    153600    0.02148438
    153700    0.02148438
    153800    0.02148438
    153900    0.02148438
    154000    0.02148438
    154100    0.02148438
    154200    0.02148438
    154300    0.02148438
    154400    0.02148438
    154500    0.02148438
    154600    0.02148438
    154700    0.02148438
    154800    0.02148438
    154900    0.02148438
    155000    0.02148438
    155100    0.02148438
    155200    0.02148438
    155300    0.02148438
    155400    0.02148438
    155500    0.02148438
    155600    0.02148438
    155700    0.02148438
    155800    0.02148438
    155900    0.02148438
    156000    0.02148438
    156100    0.02148438
    156200    0.02148438
    156300    0.02148438
    156400    0.02148438
    156500    0.02148438
    156600    0.02148438
    156700    0.02148438
    156800    0.02148438
    156900    0.02148438
    157000    0.02148438
    157100    0.02148438
    157200    0.02148438
    157300    0.02148438
    157400    0.02148438
    157500    0.02148438
    157600    0.02148438
    157700    0.02148438
    157800    0.02148438
    157900    0.02148438
    158000    0.02148438
    158100    0.02148438
    158200    0.02148438
    158300    0.02148438
    158400    0.02148438
    158500    0.02148438
    158600    0.02148438
    158700    0.02148438
    158800    0.02148438
    158900    0.02148438
    159000    0.02148438
    159100    0.02148438
    159200    0.02148438
    159300    0.02148438
    159400    0.02148438
    159500    0.02148438
    159600    0.02148438
    159700    0.02148438
    159800    0.02148438
    159900    0.02148438
    160000    0.02148438
    160100    0.02148438
    160200    0.02148438
    160300    0.02148438
    160400    0.02148438
    160500    0.02148438
    160600    0.02148438
    160700    0.02148438
    160800    0.02148438
    160900    0.02148438
    161000    0.02148438
    161100    0.02148438
    161200    0.02148438
    161300    0.02148438
    161400    0.02148438
    161500    0.02148438
    161600    0.02148438
    161700    0.02148438
    161800    0.02148438
    161900    0.02148438
    162000    0.02148438
    162100    0.02148438
    162200    0.02148438
    162300    0.02148438
    162400    0.02148438
    162500    0.02148438
    162600    0.02148438
    162700    0.02148438
    162800    0.02148438
    162900    0.02148438
    163000    0.02148438
    163100    0.02148438
    163200    0.02148438
    163300    0.02148438
    163400    0.02148438
    163500    0.02148438
    163600    0.02148438
    163700    0.02148438
    163800    0.02148438
    163900    0.02148438
    164000    0.02148438
    164100    0.02148438
    164200    0.02148438
    164300    0.02148438
    164400    0.02148438
    164500    0.02148438
    164600    0.02148438
    164700    0.02148438
    164800    0.02148438
    164900    0.02148438
    165000    0.02148438
    165100    0.02148438
    165200    0.02148438
